dataset,school_name,level,ownership,zipcode,borough_or_city,category_raw,control_raw,lon,lat,source_note
schools_2020_points,Manhattan Bridges High School,high,public_nyc_doe,M542,Clinton,High school,,-73.9927,40.765474,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan Business Academy,high,public_nyc_doe,M392,Hudson Yards-Chelsea-Flatiron-Union Square,High school,,-74.00254,40.743407,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan Center for Science and Mathematics,high,public_nyc_doe,M435,East Harlem North,High school,,-73.932868,40.794184,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan Comprehensive Night and Day High School,high,public_nyc_doe,M575,Gramercy,High school,,-73.984333,40.732699,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan Early College School for Advertising,high,public_nyc_doe,M280,Chinatown,High school,,-74.000851,40.711441,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan International High School,high,public_nyc_doe,M459,Lenox Hill-Roosevelt Island,High school,,-73.959777,40.765638,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan School for Career Development,high,public_nyc_doe,M751,East Village,High school,,-73.987791,40.725892,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Manhattan Village Academy,high,public_nyc_doe,M439,Hudson Yards-Chelsea-Flatiron-Union Square,High school,,-73.991966,40.741963,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Marble Hill High School for International Studies,high,public_nyc_doe,X477,Marble Hill-Inwood,High school,,-73.912686,40.877379,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Marta Valle High School,high,public_nyc_doe,M509,Chinatown,High school,,-73.986038,40.72004,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Martin Van Buren High School,high,public_nyc_doe,Q435,Bellerose,High school,,-73.739726,40.733888,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Maspeth High School,high,public_nyc_doe,Q585,Maspeth,High school,,-73.887909,40.729104,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Math, Engineering, and Science Academy Charter Hig",high,public_nyc_doe,K733,Bushwick North,High school,,-73.915217,40.695875,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Mathematics, Science Research and Technology Magne",high,public_nyc_doe,Q492,Cambria Heights,High school,,-73.74633,40.698786,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Metropolitan Diploma Plus High School,high,public_nyc_doe,K647,Brownsville,High school,,-73.906662,40.655644,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Metropolitan High School, The",high,public_nyc_doe,X248,Longwood,High school,,-73.896925,40.827539,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Middle College High School at LaGuardia Community,high,public_nyc_doe,Q520,Hunters Point-Sunnyside-West Maspeth,High school,,-73.933316,40.743253,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Midwood High School,high,public_nyc_doe,K405,Flatbush,High school,,-73.952356,40.632829,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Millennium Art Academy,high,public_nyc_doe,X312,Soundview-Castle Hill-Clason Point-Harding Park,High school,,-73.85593,40.821218,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Millennium Brooklyn HS,high,public_nyc_doe,K684,Park Slope-Gowanus,High school,,-73.97858,40.669255,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Millennium High School,high,public_nyc_doe,M418,Battery Park City-Lower Manhattan,High school,,-74.011202,40.704697,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Morris Academy for Collaborative Studies,high,public_nyc_doe,X297,Morrisania-Melrose,High school,,-73.90392,40.827455,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall Bronx High School,high,public_nyc_doe,X252,Claremont-Bathgate,High school,,-73.901774,40.839508,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall High School,high,public_nyc_doe,M304,Central Harlem North-Polo Grounds,High school,,-73.947151,40.817228,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Haven Community High School,high,public_nyc_doe,X557,Mott Haven-Port Morris,High school,,-73.907528,40.810671,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Haven Village Preparatory High School,high,public_nyc_doe,X473,Melrose South-Mott Haven North,High school,,-73.911633,40.818041,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Multicultural High School,high,public_nyc_doe,K583,park-cemetery-etc-Brooklyn,High school,,-73.869305,40.693002,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Murray Hill Academy,high,public_nyc_doe,M432,Murray Hill-Kips Bay,High school,,-73.98107,40.74651,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Murry Bergtraum High School for Business Careers,high,public_nyc_doe,M520,Chinatown,High school,,-74.000851,40.711441,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,N.Y.C. Lab School for Collaborative Studies,high,public_nyc_doe,M412,Hudson Yards-Chelsea-Flatiron-Union Square,High school,,-74.002222,40.742512,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,N.Y.C. Museum School,high,public_nyc_doe,M414,Hudson Yards-Chelsea-Flatiron-Union Square,High school,,-74.002222,40.742512,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"NYC Charter High School for Architecture, Engineer",high,public_nyc_doe,X395,Melrose South-Mott Haven North,High school,,-73.910421,40.821682,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,NYC iSchool,high,public_nyc_doe,M376,SoHo-TriBeCa-Civic Center-Little Italy,High school,,-74.005058,40.72463,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Nelson Mandela High School,high,public_nyc_doe,K765,Crown Heights North,High school,,-73.931604,40.678478,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Dawn Charter High School,high,public_nyc_doe,K486,Bedford,High school,,-73.946093,40.691606,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Dawn Charter High School II,high,public_nyc_doe,Q388,Jamaica,High school,,-73.799059,40.706041,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Design High School,high,public_nyc_doe,M543,Chinatown,High school,,-73.989329,40.717329,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Dorp High School,high,public_nyc_doe,R440,New Dorp-Midland Beach,High school,,-74.105878,40.570909,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Utrecht High School,high,public_nyc_doe,K445,Bensonhurst West,High school,,-74.002308,40.613041,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Ventures Charter School,high,public_nyc_doe,R012,New Springville-Bloomfield-Travis,High school,,-74.178183,40.607104,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions A.I.M. Charter High School I,high,public_nyc_doe,K395,Brownsville,High school,,-73.923881,40.666251,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions A.I.M. Charter High School II,high,public_nyc_doe,X200,Longwood,High school,,-73.898265,40.823124,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for Advanced Math,high,public_nyc_doe,K738,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,High school,,-73.936635,40.593157,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for Advanced Math,high,public_nyc_doe,Q320,Springfield Gardens North,High school,,-73.782684,40.673949,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for Advanced Math,high,public_nyc_doe,X202,Morrisania-Melrose,High school,,-73.902892,40.821723,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for Advanced Math,high,public_nyc_doe,X539,Marble Hill-Inwood,High school,,-73.912686,40.877379,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for the Humanities,high,public_nyc_doe,K739,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,High school,,-73.936635,40.593157,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for the Humanities,high,public_nyc_doe,Q373,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,High school,,-73.825317,40.586012,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for the Humanities,high,public_nyc_doe,X208,Mott Haven-Port Morris,High school,,-73.907528,40.810671,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Visions Charter High School for the Humanities,high,public_nyc_doe,X553,Marble Hill-Inwood,High school,,-73.912686,40.877379,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New World High School,high,public_nyc_doe,X513,Williamsbridge-Olinville,High school,,-73.852714,40.888242,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Newcomers High School,high,public_nyc_doe,Q555,Queensbridge-Ravenswood-Long Island City,High school,,-73.936592,40.751838,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Newtown High School,high,public_nyc_doe,Q455,Elmhurst,High school,,-73.874129,40.740824,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,North Queens Community High School,high,public_nyc_doe,Q792,Kew Gardens Hills,High school,,-73.819664,40.720586,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Northside Charter High School,high,public_nyc_doe,K693,Greenpoint,High school,,-73.947932,40.719818,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Olympus Academy,high,public_nyc_doe,K635,Canarsie,High school,,-73.898607,40.645965,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Orchard Collegiate Academy,high,public_nyc_doe,M292,Lower East Side,High school,,-73.986051,40.713362,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Origins High School,high,public_nyc_doe,K611,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,High school,,-73.936635,40.593157,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 371 - Lillian L. Rashkis,high,public_nyc_doe,K371,Sunset Park West,High school,,-74.005168,40.654306,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 373 - Brooklyn Transition Center,high,public_nyc_doe,K373,Bedford,High school,,-73.945211,40.699214,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. K721 - Brooklyn Occupational Training Center,high,public_nyc_doe,K721,Gravesend,High school,,-73.981925,40.58807,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. K753 - School for Career Development,high,public_nyc_doe,K753,Fort Greene,High school,,-73.969248,40.682576,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. X721 - Stephen McSweeney School,high,public_nyc_doe,X721,Van Nest-Morris Park-Westchester Square,High school,,-73.839114,40.842725,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,PROGRESS High School for Professional Careers,high,public_nyc_doe,K474,Bushwick South,High school,,-73.938921,40.711134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pace High School,high,public_nyc_doe,M298,Chinatown,High school,,-73.993607,40.716231,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pan American International High School,high,public_nyc_doe,Q296,Elmhurst,High school,,-73.871505,40.743228,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pan American International High School at Monroe,high,public_nyc_doe,X388,West Farms-Bronx River,High school,,-73.878191,40.832508,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Park East High School,high,public_nyc_doe,M495,East Harlem South,High school,,-73.944092,40.790191,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pathways in Technology Early College High School (,high,public_nyc_doe,K122,Crown Heights North,High school,,-73.939282,40.675905,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pelham Lab High School,high,public_nyc_doe,X320,Schuylerville-Throgs Neck-Edgewater Park,High school,,-73.839583,40.839775,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pelham Preparatory Academy,high,public_nyc_doe,X542,Bronxdale,High school,,-73.860729,40.860443,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Performing Arts and Technology High School,high,public_nyc_doe,K507,East New York (Pennsylvania Ave),High school,,-73.895122,40.666868,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Port Richmond High School,high,public_nyc_doe,R445,Port Richmond,High school,,-74.141924,40.635562,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Professional Pathways High School,high,public_nyc_doe,K630,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,High school,,-73.936635,40.593157,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Providing Urban Learners Success In Education High,high,public_nyc_doe,X319,East Tremont,High school,,-73.893744,40.848385,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Academy High School,high,public_nyc_doe,Q540,Flushing,High school,,-73.828279,40.765624,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Queens High School for Information, Research, and",high,public_nyc_doe,Q302,Far Rockaway-Bayswater,High school,,-73.763995,40.601537,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens High School for Language Studies,high,public_nyc_doe,Q241,Flushing,High school,,-73.826811,40.764892,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens High School for the Sciences at York Colleg,high,public_nyc_doe,Q687,Jamaica,High school,,-73.798364,40.700884,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Queens High School of Teaching, Liberal Arts and t",high,public_nyc_doe,Q566,Bellerose,High school,,-73.728834,40.744197,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Metropolitan High School,high,public_nyc_doe,Q686,Forest Hills,High school,,-73.855543,40.708431,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Preparatory Academy,high,public_nyc_doe,Q248,Springfield Gardens North,High school,,-73.757744,40.66903,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Satellite High School for Opportunity,high,public_nyc_doe,Q338,Jamaica,High school,,-73.799532,40.708204,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Technical High School,high,public_nyc_doe,Q600,Hunters Point-Sunnyside-West Maspeth,High school,,-73.927995,40.741658,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Transition Center,high,public_nyc_doe,Q752,Baisley Park,High school,,-73.800875,40.683473,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Rachel Carson High School for Coastal Studies,high,public_nyc_doe,K344,West Brighton,High school,,-73.972009,40.582518,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Ralph R. McKee Career and Technical Education High,high,public_nyc_doe,R600,West New Brighton-New Brighton-St. George,High school,,-74.079263,40.64282,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Renaissance Charter High School for Innovation,high,public_nyc_doe,M433,East Harlem South,High school,,-73.942154,40.785107,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Renaissance High School for Musical Theater and th,high,public_nyc_doe,X293,Schuylerville-Throgs Neck-Edgewater Park,High school,,-73.839583,40.839775,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Repertory Company High School for Theatre Arts,high,public_nyc_doe,M531,Midtown-Midtown South,High school,,-73.984381,40.756089,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Research and Service High School,high,public_nyc_doe,K669,Crown Heights North,High school,,-73.931604,40.678478,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Richard R. Green High School of Teaching,high,public_nyc_doe,M580,Battery Park City-Lower Manhattan,High school,,-74.013303,40.705688,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Richmond Hill High School,high,public_nyc_doe,Q475,Richmond Hill,High school,,-73.833815,40.695171,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Robert F. Kennedy Community High School,high,public_nyc_doe,Q670,Kew Gardens Hills,High school,,-73.811408,40.72528,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Robert H. Goddard High School of Communication Art,high,public_nyc_doe,Q308,Ozone Park,High school,,-73.845992,40.670905,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Rockaway Collegiate High School,high,public_nyc_doe,Q351,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,High school,,-73.825317,40.586012,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Rockaway Park High School for Environmental Sustai,high,public_nyc_doe,Q324,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,High school,,-73.825317,40.586012,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Satellite Academy High School,high,public_nyc_doe,M570,Midtown-Midtown South,High school,,-73.990562,40.747425,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,School for Classics High School,high,public_nyc_doe,K683,East New York,High school,,-73.874537,40.67002,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,School for Excellence,high,public_nyc_doe,X404,Morrisania-Melrose,High school,,-73.90392,40.827455,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,School for Tourism and Hospitality,high,public_nyc_doe,X559,Morrisania-Melrose,High school,,-73.902892,40.821723,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Schuylerville Preparatory High School,high,public_nyc_doe,X348,Schuylerville-Throgs Neck-Edgewater Park,High school,,-73.839583,40.839775,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Science Skills Center High School for Science, Tec",high,public_nyc_doe,K419,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,High school,,-73.984528,40.69733,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Bronx Community Charter School,high,public_nyc_doe,X581,East Concourse-Concourse Village,High school,,-73.922366,40.821828,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Brooklyn Community High School,high,public_nyc_doe,K698,Carroll Gardens-Columbia Street-Red Hook,High school,,-74.014363,40.677968,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Staten Island Technical High School,high,public_nyc_doe,R605,New Dorp-Midland Beach,High school,,-74.117086,40.568299,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Stephen T. Mather Building Arts & Craftsmanship Hi,high,public_nyc_doe,M139,Clinton,High school,,-73.990318,40.763655,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Stuyvesant High School,high,public_nyc_doe,M475,Battery Park City-Lower Manhattan,High school,,-74.013921,40.718025,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Sunset Park High School,high,public_nyc_doe,K667,Sunset Park West,High school,,-74.004342,40.655583,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Susan E. Wagner High School,high,public_nyc_doe,R460,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,High school,,-74.130819,40.588985,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Talent Unlimited High School,high,public_nyc_doe,M519,Lenox Hill-Roosevelt Island,High school,,-73.959777,40.765638,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Academy of Urban Planning and Engineering,high,public_nyc_doe,K552,Bushwick North,High school,,-73.911751,40.696457,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Bronx High School of Science,high,public_nyc_doe,X445,Van Cortlandt Village,High school,,-73.889011,40.879958,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Bronxwood Preparatory Academy,high,public_nyc_doe,X514,Williamsbridge-Olinville,High school,,-73.852714,40.888242,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Brooklyn Academy of Global Finance,high,public_nyc_doe,K688,Stuyvesant Heights,High school,,-73.932254,40.691467,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Brooklyn School for Math and Research,high,public_nyc_doe,K168,Bushwick North,High school,,-73.911751,40.696457,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Brooklyn School for Social Justice,high,public_nyc_doe,K549,Bushwick North,High school,,-73.911751,40.696457,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Cinema School,high,public_nyc_doe,X478,West Farms-Bronx River,High school,,-73.878191,40.832508,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The College Academy,high,public_nyc_doe,M462,Washington Heights North,High school,,-73.92606,40.856532,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Global Learning Collaborative,high,public_nyc_doe,M403,Upper West Side,High school,,-73.974483,40.786134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The High School For Language And Diplomacy,high,public_nyc_doe,M399,Gramercy,High school,,-73.987064,40.735361,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"The High School for Enterprise, Business and Techn",high,public_nyc_doe,K478,Bushwick South,High school,,-73.938921,40.711134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The High School for Global Citizenship,high,public_nyc_doe,K528,Crown Heights South,High school,,-73.960689,40.669805,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The High School of Fashion Industries,high,public_nyc_doe,M600,Hudson Yards-Chelsea-Flatiron-Union Square,High school,,-73.996354,40.745677,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"The Marie Curie School for Medicine, Nursing, and",high,public_nyc_doe,X237,Van Cortlandt Village,High school,,-73.901565,40.875636,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Maxine Greene HS for Imaginative Inquiry,high,public_nyc_doe,M299,Lincoln Square,High school,,-73.985608,40.774891,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Metropolitan Soundview High School,high,public_nyc_doe,X521,West Farms-Bronx River,High school,,-73.878191,40.832508,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Uft Charter School,high,public_nyc_doe,K359,East New York,High school,,-73.885704,40.659934,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly Charter School for Computer Sci,high,public_nyc_doe,X597,West Farms-Bronx River,High school,,-73.878191,40.832508,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly School for Collaborative Health,high,public_nyc_doe,K764,park-cemetery-etc-Brooklyn,High school,,-73.869305,40.693002,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly School for Emergency Management,high,public_nyc_doe,M135,Chinatown,High school,,-74.000851,40.711441,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly School for Global Commerce,high,public_nyc_doe,M157,Central Harlem North-Polo Grounds,High school,,-73.938714,40.807019,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly School for Green Careers,high,public_nyc_doe,M402,Upper West Side,High school,,-73.974483,40.786134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Urban Assembly School for Law and Justice,high,public_nyc_doe,K483,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,High school,,-73.988323,40.694629,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,The Williamsburg High School of Art and Technology,high,public_nyc_doe,K454,East Williamsburg,High school,,-73.944463,40.709765,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Thomas A. Edison Career and Technical Education Hi,high,public_nyc_doe,Q620,Briarwood-Jamaica Hills,High school,,-73.799692,40.716071,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Tottenville High School,high,public_nyc_doe,R455,Annadale-Huguenot-Prince's Bay-Eltingville,High school,,-74.193431,40.528152,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Townsend Harris High School,high,public_nyc_doe,Q525,Kew Gardens Hills,High school,,-73.821532,40.737038,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Transit Tech Career and Technical Education High S,high,public_nyc_doe,K615,East New York,High school,,-73.875328,40.67878,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Union Square Academy for Health Sciences,high,public_nyc_doe,M533,Gramercy,High school,,-73.987064,40.735361,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Unity Center for Urban Technologies,high,public_nyc_doe,M500,Murray Hill-Kips Bay,High school,,-73.98107,40.74651,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,University Heights Secondary School,high,public_nyc_doe,X495,Melrose South-Mott Haven North,High school,,-73.911633,40.818041,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,University Neighborhood High School,high,public_nyc_doe,M448,Lower East Side,High school,,-73.984128,40.712269,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,University Prep Charter High School,high,public_nyc_doe,X393,Melrose South-Mott Haven North,High school,,-73.912038,40.814857,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Academy Laboratory High School,high,public_nyc_doe,M565,Lenox Hill-Roosevelt Island,High school,,-73.959777,40.765638,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Action Academy,high,public_nyc_doe,K642,Canarsie,High school,,-73.898601,40.640543,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Urban Assembly Academy of Government and Law, The",high,public_nyc_doe,M305,Chinatown,High school,,-73.989329,40.717329,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Assembly Gateway School for Technology,high,public_nyc_doe,M507,Clinton,High school,,-73.990318,40.763655,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Assembly Maker Academy,high,public_nyc_doe,M282,Chinatown,High school,,-74.000851,40.711441,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Assembly New York Harbor School,high,public_nyc_doe,M551,park-cemetery-etc-Manhattan,High school,,-74.018941,40.689493,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Urban Assembly School for Media Studies, The",high,public_nyc_doe,M307,Lincoln Square,High school,,-73.985608,40.774891,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Urban Assembly School for the Performing Arts,high,public_nyc_doe,M369,Manhattanville,High school,,-73.95552,40.815747,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"Urban Assembly School of Business for Young Women,",high,public_nyc_doe,M316,Battery Park City-Lower Manhattan,High school,,-74.013303,40.705688,NYC Open Data School Point Locations / NYC DOE Public School Location Information
